# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
232,1,11,5.0,0.4,21999.998,17199.249,10.441,4800.749,12530235.903,5964.681,5645.903,5567.393,400.323,423.148,1030.456,0.893,2.226,5565.615,140.714,0.449,1.448,1160.912,6.911,6.265,19.423,-0.125,0.108,0.672,19,40,0.03704,thrq65,0.00356014934,0.00296904077,0.833965242,
253,1,12,5.0,0.44,22000.0,17188.345,10.555,4811.655,12797057.948,5995.755,5639.678,5561.08,438.42,463.308,1047.587,0.897,2.258,5558.936,154.412,0.536,1.591,1134.546,7.75,6.823,19.468,-0.215,0.163,0.65,19,40,0.03119,thrq65,0.00215375843,0.00176538003,0.819674134,
274,1,13,5.0,0.48,21999.998,17190.611,10.666,4809.387,13067116.801,6016.421,5620.936,5542.072,478.326,499.442,1064.061,0.9,2.294,5540.042,150.016,0.578,1.551,1104.035,7.738,6.718,17.48,-0.316,-0.126,0.625,19,40,0.01755,thrq65,0.00141455582,0.00113108265,0.799602687,
295,1,14,5.0,0.52,21999.998,17188.375,10.775,4811.623,13334006.525,6040.341,5606.734,5527.668,517.109,533.566,1080.498,0.903,2.331,5525.859,141.423,0.63,1.466,1075.533,7.491,6.756,15.37,-0.265,0.046,0.602,19,40,0.01067,thrq65,0.000943261082,0.000736606074,0.780914307,
316,1,15,5.0,0.56,22000.004,17178.377,10.871,4821.627,13564757.322,6067.359,5593.799,5514.547,557.071,578.611,1103.438,0.906,2.362,5512.142,162.864,0.631,1.692,1049.734,8.819,6.276,16.348,-0.238,0.172,0.583,19,40,0.003992,thrq65,0.000578489387,0.000435928116,0.753562868,
337,1,16,5.0,0.6,22000.0,17177.105,10.958,4822.895,13781083.167,6086.165,5572.541,5492.982,598.294,620.493,1125.964,0.909,2.394,5490.259,172.94,0.693,1.804,1022.578,9.599,6.401,16.183,-0.499,0.053,0.564,19,40,0.001716,thrq65,0.000387580541,0.000281086017,0.725232542,
358,1,17,5.0,0.64,21999.998,17180.403,11.101,4819.595,14143562.284,6113.269,5571.015,5491.435,631.173,617.267,1124.19,0.913,2.452,5491.898,102.508,1.07,1.07,993.45,5.891,9.347,0.0,-0.993,-0.118,0.54,19,40,5.025e-05,thrq65,0.00034828065,0.000255361898,0.733207226,
379,1,18,5.0,0.68,22000.0,17172.659,11.11,4827.341,14159537.664,6120.683,5547.991,5468.075,660.842,671.676,1154.96,0.913,2.453,5466.012,150.185,1.03,1.574,981.108,8.703,8.555,12.92,-0.31,0.951,0.532,19,40,4.413e-05,thrq65,0.000214787957,0.000148181774,0.689897954,
400,1,19,5.0,0.72,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
421,1,20,5.0,0.76,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
442,1,21,5.0,0.8,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
463,1,22,5.0,0.84,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
484,1,23,5.0,0.88,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
505,1,24,5.0,0.92,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
526,1,25,5.0,0.96,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
547,1,26,5.0,1.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
568,1,27,5.0,1.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
589,1,28,5.0,1.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
610,1,29,5.0,1.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
631,1,30,5.0,1.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
652,1,31,5.0,1.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
673,1,32,5.0,1.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
694,1,33,5.0,1.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
715,1,34,5.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
736,1,35,5.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
757,1,36,5.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
778,1,37,5.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
799,1,38,5.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
820,1,39,5.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
841,1,40,5.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
23,2,1,15.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
44,2,2,15.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
65,2,3,15.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
86,2,4,15.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
107,2,5,15.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
128,2,6,15.0,0.2,22000.0,17364.422,9.519,4635.578,10519369.587,5657.557,5550.365,5470.484,193.584,200.992,960.824,0.869,2.02,5470.006,72.266,0.509,0.757,1307.713,3.163,14.519,21.072,-0.987,-0.01,0.823,19,40,0.09542,thrq65,0.342266917,0.300058901,0.87668097,
149,2,7,15.0,0.24,22000.0,17281.466,9.709,4718.534,10892051.931,5758.178,5608.058,5529.011,240.768,299.303,986.086,0.873,2.052,5525.792,188.624,0.734,1.955,1290.109,8.318,17.192,39.066,-0.915,-0.026,0.802,19,40,0.08099,thrq65,0.039004799,0.0309817512,0.794306159,
170,2,8,15.0,0.28,22000.006,17269.844,9.893,4730.162,11300008.35,5802.968,5615.379,5536.436,278.189,313.199,990.393,0.878,2.093,5534.105,160.644,0.795,1.663,1258.201,7.276,16.042,30.858,-0.698,-0.007,0.768,19,40,0.1613,thrq65,0.0257378053,0.0212101061,0.824083686,
191,2,9,15.0,0.32,21999.998,17200.191,10.125,4799.807,11786322.708,5901.226,5674.365,5596.255,318.65,345.426,1001.051,0.884,2.139,5594.025,157.947,0.906,1.617,1235.987,7.282,16.148,27.21,-0.723,0.056,0.738,19,40,0.1388,thrq65,0.0131181842,0.0108965086,0.830641508,
212,2,10,15.0,0.36,22000.006,17183.29,10.269,4816.715,12109892.777,5942.276,5675.405,5597.309,359.979,389.028,1016.921,0.888,2.174,5594.587,174.517,1.007,1.787,1207.112,8.226,15.895,26.654,-0.641,0.067,0.712,19,40,0.1347,thrq65,0.00648470223,0.00537781511,0.829307973,
233,2,11,15.0,0.4,21999.992,17162.514,10.424,4837.479,12463900.777,5988.748,5681.732,5603.724,401.424,425.338,1031.357,0.892,2.213,5600.996,174.818,1.105,1.788,1178.127,8.44,15.634,24.268,-0.593,0.058,0.685,19,40,0.1173,thrq65,0.00374386157,0.00311324419,0.831559658,
254,2,12,15.0,0.44,21999.996,17162.432,10.528,4837.564,12711941.693,6009.49,5667.473,5589.266,438.3,459.029,1045.702,0.895,2.244,5586.427,178.117,1.211,1.826,1151.039,8.796,15.655,22.832,-0.515,0.101,0.663,19,40,0.08855,thrq65,0.00239294232,0.00196458376,0.82099086,
275,2,13,15.0,0.48,21999.992,17158.609,10.636,4841.383,12971760.746,6034.132,5654.532,5576.143,477.582,496.024,1062.461,0.898,2.276,5573.137,183.093,1.313,1.882,1123.263,9.258,15.544,21.661,-0.565,0.028,0.64,19,40,0.06081,thrq65,0.00154376205,0.00124376442,0.805671096,
296,2,14,15.0,0.52,21999.994,17157.837,10.736,4842.157,13213998.021,6054.79,5635.5,5556.843,519.595,537.14,1082.268,0.901,2.309,5553.493,192.925,1.442,1.99,1094.618,9.996,15.628,21.049,-0.513,0.05,0.618,19,40,0.0393,thrq65,0.000966247171,0.000752073538,0.77834487,
317,2,15,15.0,0.56,21999.998,17162.008,10.805,4837.99,13387565.963,6065.782,5609.866,5530.844,559.135,579.176,1103.734,0.904,2.333,5526.782,211.951,1.585,2.196,1069.198,11.213,15.902,21.466,-0.582,-0.004,0.601,19,40,0.02245,thrq65,0.000633053249,0.000476538669,0.752762377,
338,2,16,15.0,0.6,22000.0,17159.632,10.895,4840.368,13608806.358,6085.883,5591.874,5512.595,599.827,617.111,1124.104,0.906,2.365,5508.309,217.334,1.721,2.259,1042.974,11.771,16.036,20.621,-0.562,0.034,0.582,19,40,0.009832,thrq65,0.00042009083,0.000305383874,0.726947248,
359,2,17,15.0,0.64,22000.0,17144.566,10.974,4855.434,13795499.291,6113.161,5586.356,5506.998,635.19,653.855,1144.688,0.908,2.389,5502.083,232.614,1.845,2.421,1023.902,12.799,16.228,20.84,-0.748,0.064,0.568,19,40,0.003809,thrq65,0.000295328558,0.00020686409,0.700454056,
380,2,18,15.0,0.68,21999.998,17150.928,11.018,4849.07,13909116.712,6117.401,5559.631,5479.886,671.713,688.878,1165.048,0.91,2.408,5474.317,246.975,2.073,2.583,1003.551,13.826,17.183,21.009,-0.698,0.1,0.556,19,40,0.0009008,thrq65,0.000206309676,0.000138800911,0.672779441,
401,2,19,15.0,0.72,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
422,2,20,15.0,0.76,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
443,2,21,15.0,0.8,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
464,2,22,15.0,0.84,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
485,2,23,15.0,0.88,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
506,2,24,15.0,0.92,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
527,2,25,15.0,0.96,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
548,2,26,15.0,1.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
569,2,27,15.0,1.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
590,2,28,15.0,1.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
611,2,29,15.0,1.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
632,2,30,15.0,1.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
653,2,31,15.0,1.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
674,2,32,15.0,1.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
695,2,33,15.0,1.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
716,2,34,15.0,1.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
737,2,35,15.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
758,2,36,15.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
779,2,37,15.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
800,2,38,15.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
821,2,39,15.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
842,2,40,15.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
24,3,1,25.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
45,3,2,25.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
66,3,3,25.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
87,3,4,25.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq65,-1.0,-1.0,1.0,
108,3,5,25.0,0.16,22000.002,17361.324,9.386,4638.678,10227182.587,5634.227,5561.3,5481.579,176.736,159.375,952.987,0.865,1.992,5481.393,45.191,0.918,0.472,1337.627,1.935,29.809,16.472,-1.0,0.019,0.852,19,40,0.04613,thrq65,1.13106573,1.02017057,0.901955187,
129,3,6,25.0,0.2,22000.0,17330.923,9.569,4669.077,10609533.489,5692.962,5586.791,5507.439,204.242,186.494,957.896,0.87,2.027,5507.407,18.696,0.872,0.194,1312.958,0.816,24.196,5.753,-0.985,0.071,0.822,19,40,0.0803,thrq65,0.454788059,0.406555712,0.893945456,
150,3,7,25.0,0.24,22000.0,17297.041,9.608,4702.959,10675151.046,5726.515,5596.683,5517.473,234.454,285.158,981.886,0.87,2.032,5514.189,190.349,1.076,1.977,1305.123,8.298,26.298,41.876,-0.919,-0.111,0.819,19,40,0.264,thrq65,0.0543959886,0.0425558463,0.782334268,
171,3,8,25.0,0.28,22000.008,17228.231,9.876,4771.776,11233107.096,5831.205,5658.577,5580.245,280.425,308.156,988.81,0.877,2.083,5577.503,174.915,1.249,1.796,1278.293,7.792,25.742,34.584,-0.822,0.147,0.782,19,40,0.3045,thrq65,0.0288981199,0.0234735124,0.812285125,
192,3,9,25.0,0.32,21999.992,17200.659,10.022,4799.334,11548975.315,5880.695,5672.012,5593.869,319.602,350.838,1002.931,0.881,2.114,5590.398,197.015,1.399,2.018,1254.069,8.928,25.328,34.163,-0.779,-0.043,0.758,19,40,0.3353,thrq65,0.0132762669,0.0107957637,0.813162625,
213,3,10,25.0,0.36,21999.994,17149.851,10.203,4850.143,11933256.828,5954.591,5709.506,5631.883,359.311,387.266,1016.248,0.885,2.151,5628.034,208.172,1.553,2.118,1232.781,9.585,25.158,32.517,-0.772,0.042,0.734,19,40,0.2999,thrq65,0.00711372448,0.00580985146,0.816710234,
