        
#This file contains combined Reduced Cross Sections from all data sets of the same kinematic bin. pm80 + pm580 (sets 1 and 2) +  pm750 (sets 1, 2 and 3)                                                                                                                                                                                           
#\ xb = th_nq                                                                                                    
#\ yb = pm                                                                        
#relative errors df/f=dsig/sig: kin_syst_tot (kinematic systematics),  norm_syst_tot (constant, norm. syst.)
# current header line: all averaged kinematics are either in GeV or deg : Ei_avg (beam energy), kf_avg(final e- momentum),  the_avg(final e- angle), pf_avg(final proton momentum),
# nu_avg(energy transfer, Ei-kf), Q2_avg(4-momentum transfer, GeV2), q_avg(|qlab|, magnitude of 3-momentum transfer), cthpq_cm_avg(c.o.mass angle between proton and qlab), cphi_avg(out-of-plane angle between proton and qlab)
i_b,i_x,i_y,xb,yb,pm_avg,kin_syst_tot,norm_syst_tot,tot_syst_err,tot_stats_err,tot_err,red_dataXsec_avg,red_dataXsec_avg_err,red_dataXsec_avg_syst_err,red_dataXsec_avg_tot_err,red_pwiaXsec_avg,red_fsiXsec_avg   
395,13,4,135.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.163929082970e-06,2.119114666633e-06
396,13,5,135.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.327552209461e-06,2.279705781589e-06
397,13,6,135.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.467386593363e-06,2.416950097625e-06
398,13,7,135.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.584700545668e-06,2.532093347842e-06
399,13,8,135.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.680712206801e-06,2.626331780690e-06
400,13,9,135.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.756593616256e-06,2.700816188586e-06
401,13,10,135.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.813474493305e-06,2.756655648351e-06
402,13,11,135.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.852445748801e-06,2.794920991143e-06
403,13,12,135.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.874562761530e-06,2.816648044988e-06
404,13,13,135.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.880848432603e-06,2.822840651583e-06
405,13,14,135.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.872296046980e-06,2.814473496025e-06
406,13,15,135.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.849871952426e-06,2.792494752026e-06
407,13,16,135.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.814518075781e-06,2.757828565727e-06
408,13,17,135.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.767154294865e-06,2.711377399548e-06
409,13,18,135.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.708680671705e-06,2.654024235181e-06
410,13,19,135.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.639979568303e-06,2.586634660128e-06
411,13,20,135.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.561917648452e-06,2.510058844379e-06
412,13,21,135.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.475347779332e-06,2.425133414472e-06
413,13,22,135.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.381110844182e-06,2.332683241318e-06
414,13,23,135.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.280037472354e-06,2.233523140593e-06
415,13,24,135.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.172949692851e-06,2.128459509214e-06
416,13,25,135.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.060662521587e-06,2.018291883828e-06
417,13,26,135.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.943985486457e-06,1.903814442484e-06
418,13,27,135.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.823724103407e-06,1.785817458947e-06
419,13,28,135.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.700681295608e-06,1.665088698038e-06
420,13,29,135.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.575658775334e-06,1.542414773994e-06
421,14,0,145.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.449458383389e-06,1.418582468505e-06
422,14,1,145.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.322883396928e-06,1.294380015026e-06
423,14,2,145.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.196739804787e-06,1.170598350869e-06
424,14,3,145.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.071837558934e-06,1.048032347181e-06
425,14,4,145.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.489918013928e-07,9.274820108122e-07
426,14,5,145.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.290240743182e-07,8.097536720340e-07
427,14,6,145.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.127635111693e-07,6.956611524763e-07
428,14,7,145.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,6.010480190233e-07,5.860269215257e-07
429,14,8,145.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.947254470059e-07,4.816832417326e-07
430,14,9,145.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.946547507940e-07,3.834733064365e-07
431,14,10,145.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,3.017071496245e-07,2.922523713203e-07
432,14,11,145.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.167672826519e-07,2.088888835201e-07
433,14,12,145.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.407343647501e-07,1.342656090242e-07
434,14,13,145.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.452334382671e-08,6.928076177270e-08
435,14,14,145.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.906606308482e-08,1.484913499603e-08
436,14,15,145.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-2.468757140043e-08,-2.809676228276e-08
437,14,16,145.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-5.576841484902e-08,-5.860556249054e-08
438,14,17,145.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-7.318689845904e-08,-7.570588860870e-08
439,14,18,145.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-7.593183290975e-08,-7.840519354848e-08
440,14,19,145.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-6.296919864311e-08,-6.568858864519e-08
441,14,20,145.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,-3.324092226488e-08,-3.651765969798e-08
442,14,21,145.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.433636329315e-08,1.017073074604e-08
443,14,22,145.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,8.087257552575e-08,7.546565583960e-08
444,14,23,145.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.675054576210e-07,1.604833529140e-07
445,14,24,145.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,2.754018732912e-07,2.663684687193e-07
446,14,25,145.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,4.057591223021e-07,3.942953229995e-07
447,14,26,145.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,5.598062782641e-07,5.454691898571e-07
448,14,27,145.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,7.388055478943e-07,7.211275993143e-07
449,14,28,145.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,9.440536559445e-07,9.225416589032e-07
450,14,29,145.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.176883252098e-06,1.151017394980e-06
451,15,0,155.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,1.438664344344e-06,1.407897116205e-06
452,15,1,155.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
453,15,2,155.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
454,15,3,155.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
455,15,4,155.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
456,15,5,155.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
457,15,6,155.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
458,15,7,155.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
459,15,8,155.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
460,15,9,155.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
461,15,10,155.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
462,15,11,155.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
463,15,12,155.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
464,15,13,155.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
465,15,14,155.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
466,15,15,155.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
467,15,16,155.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
468,15,17,155.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
469,15,18,155.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
470,15,19,155.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
471,15,20,155.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
472,15,21,155.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
473,15,22,155.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
474,15,23,155.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
475,15,24,155.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
476,15,25,155.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
477,15,26,155.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
478,15,27,155.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
479,15,28,155.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
480,15,29,155.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
481,16,0,165.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
482,16,1,165.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
483,16,2,165.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
484,16,3,165.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
485,16,4,165.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
486,16,5,165.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
487,16,6,165.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
488,16,7,165.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
489,16,8,165.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
490,16,9,165.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
491,16,10,165.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
492,16,11,165.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
493,16,12,165.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
494,16,13,165.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
495,16,14,165.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
496,16,15,165.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
497,16,16,165.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
498,16,17,165.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
499,16,18,165.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
500,16,19,165.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
501,16,20,165.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
502,16,21,165.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
503,16,22,165.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
504,16,23,165.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
505,16,24,165.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
506,16,25,165.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
507,16,26,165.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
508,16,27,165.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
509,16,28,165.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
510,16,29,165.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
511,17,0,175.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
512,17,1,175.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
513,17,2,175.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
514,17,3,175.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
515,17,4,175.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
516,17,5,175.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
517,17,6,175.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
518,17,7,175.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
519,17,8,175.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
520,17,9,175.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
521,17,10,175.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
522,17,11,175.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
523,17,12,175.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
524,17,13,175.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
525,17,14,175.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
526,17,15,175.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
527,17,16,175.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
528,17,17,175.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
529,17,18,175.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
530,17,19,175.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
531,17,20,175.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
532,17,21,175.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
533,17,22,175.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
534,17,23,175.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
535,17,24,175.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
536,17,25,175.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
537,17,26,175.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
538,17,27,175.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
539,17,28,175.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
540,17,29,175.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
541,18,0,185.000000, 0.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
542,18,1,185.000000, 0.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
543,18,2,185.000000, 0.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
544,18,3,185.000000, 0.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
545,18,4,185.000000, 0.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
546,18,5,185.000000, 0.220000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
547,18,6,185.000000, 0.260000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
548,18,7,185.000000, 0.300000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
549,18,8,185.000000, 0.340000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
550,18,9,185.000000, 0.380000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
551,18,10,185.000000, 0.420000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
552,18,11,185.000000, 0.460000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
553,18,12,185.000000, 0.500000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
554,18,13,185.000000, 0.540000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
555,18,14,185.000000, 0.580000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
556,18,15,185.000000, 0.620000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
557,18,16,185.000000, 0.660000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
558,18,17,185.000000, 0.700000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
559,18,18,185.000000, 0.740000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
560,18,19,185.000000, 0.780000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
561,18,20,185.000000, 0.820000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
562,18,21,185.000000, 0.860000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
563,18,22,185.000000, 0.900000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
564,18,23,185.000000, 0.940000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
565,18,24,185.000000, 0.980000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
566,18,25,185.000000, 1.020000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
567,18,26,185.000000, 1.060000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
568,18,27,185.000000, 1.100000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
569,18,28,185.000000, 1.140000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
570,18,29,185.000000, 1.180000, nan, 0.000000,0.000000, 0.000000, nan, 0.000000, nan,nan,nan,nan,nan,nan
